id,image_path,label
source0_00105,data/images/source0/source0_00105.png,0
source0_00106,data/images/source0/source0_00106.png,1
source0_00107,data/images/source0/source0_00107.png,0
source0_00108,data/images/source0/source0_00108.png,0
source0_00109,data/images/source0/source0_00109.png,1
source0_00110,data/images/source0/source0_00110.png,1
source0_00111,data/images/source0/source0_00111.png,0
source0_00112,data/images/source0/source0_00112.png,0
source0_00113,data/images/source0/source0_00113.png,1
source0_00114,data/images/source0/source0_00114.png,1
source0_00115,data/images/source0/source0_00115.png,0
source0_00116,data/images/source0/source0_00116.png,0
source0_00117,data/images/source0/source0_00117.png,0
source0_00118,data/images/source0/source0_00118.png,1
source0_00119,data/images/source0/source0_00119.png,0
source0_00120,data/images/source0/source0_00120.png,0
source0_00121,data/images/source0/source0_00121.png,0
source0_00122,data/images/source0/source0_00122.png,1
source0_00123,data/images/source0/source0_00123.png,1
source0_00124,data/images/source0/source0_00124.png,0
source0_00125,data/images/source0/source0_00125.png,0
source0_00126,data/images/source0/source0_00126.png,1
source0_00127,data/images/source0/source0_00127.png,1
source0_00128,data/images/source0/source0_00128.png,1
source0_00129,data/images/source0/source0_00129.png,0
source0_00130,data/images/source0/source0_00130.png,0
source0_00131,data/images/source0/source0_00131.png,0
source0_00132,data/images/source0/source0_00132.png,0
source0_00133,data/images/source0/source0_00133.png,0
source0_00134,data/images/source0/source0_00134.png,0
source0_00135,data/images/source0/source0_00135.png,0
source0_00136,data/images/source0/source0_00136.png,1
source0_00137,data/images/source0/source0_00137.png,0
source0_00138,data/images/source0/source0_00138.png,0
source0_00139,data/images/source0/source0_00139.png,0
source0_00140,data/images/source0/source0_00140.png,0
source0_00141,data/images/source0/source0_00141.png,0
source0_00142,data/images/source0/source0_00142.png,0
source0_00143,data/images/source0/source0_00143.png,1
source0_00144,data/images/source0/source0_00144.png,0
source0_00145,data/images/source0/source0_00145.png,1
source0_00146,data/images/source0/source0_00146.png,1
source0_00147,data/images/source0/source0_00147.png,1
source0_00148,data/images/source0/source0_00148.png,1
source0_00149,data/images/source0/source0_00149.png,1
source0_00150,data/images/source0/source0_00150.png,0
source0_00151,data/images/source0/source0_00151.png,0
source0_00152,data/images/source0/source0_00152.png,0
source0_00153,data/images/source0/source0_00153.png,1
source0_00154,data/images/source0/source0_00154.png,0
source0_00155,data/images/source0/source0_00155.png,1
source0_00156,data/images/source0/source0_00156.png,1
source0_00157,data/images/source0/source0_00157.png,1
source0_00158,data/images/source0/source0_00158.png,1
source0_00159,data/images/source0/source0_00159.png,1
source0_00160,data/images/source0/source0_00160.png,0
source0_00161,data/images/source0/source0_00161.png,1
source0_00162,data/images/source0/source0_00162.png,1
source0_00163,data/images/source0/source0_00163.png,0
source0_00164,data/images/source0/source0_00164.png,0
source0_00165,data/images/source0/source0_00165.png,1
source0_00166,data/images/source0/source0_00166.png,1
source0_00167,data/images/source0/source0_00167.png,0
source0_00168,data/images/source0/source0_00168.png,0
source0_00169,data/images/source0/source0_00169.png,0
source0_00170,data/images/source0/source0_00170.png,1
source0_00171,data/images/source0/source0_00171.png,1
source0_00172,data/images/source0/source0_00172.png,0
source0_00173,data/images/source0/source0_00173.png,0
source0_00174,data/images/source0/source0_00174.png,1
source0_00175,data/images/source0/source0_00175.png,0
source0_00176,data/images/source0/source0_00176.png,0
source0_00177,data/images/source0/source0_00177.png,1
source0_00178,data/images/source0/source0_00178.png,0
source0_00179,data/images/source0/source0_00179.png,1
source0_00180,data/images/source0/source0_00180.png,1
source0_00181,data/images/source0/source0_00181.png,1
source0_00182,data/images/source0/source0_00182.png,0
source0_00183,data/images/source0/source0_00183.png,0
source0_00184,data/images/source0/source0_00184.png,0
source0_00185,data/images/source0/source0_00185.png,0
source0_00186,data/images/source0/source0_00186.png,0
source0_00187,data/images/source0/source0_00187.png,0
source0_00188,data/images/source0/source0_00188.png,0
source0_00189,data/images/source0/source0_00189.png,1
source0_00190,data/images/source0/source0_00190.png,1
source0_00191,data/images/source0/source0_00191.png,1
source0_00192,data/images/source0/source0_00192.png,0
source0_00193,data/images/source0/source0_00193.png,0
source0_00194,data/images/source0/source0_00194.png,1
source0_00195,data/images/source0/source0_00195.png,0
source0_00196,data/images/source0/source0_00196.png,1
source0_00197,data/images/source0/source0_00197.png,0
source0_00198,data/images/source0/source0_00198.png,0
source0_00199,data/images/source0/source0_00199.png,0
source0_00200,data/images/source0/source0_00200.png,1
source0_00201,data/images/source0/source0_00201.png,1
source0_00202,data/images/source0/source0_00202.png,1
source0_00203,data/images/source0/source0_00203.png,1
source0_00204,data/images/source0/source0_00204.png,0
source0_00205,data/images/source0/source0_00205.png,0
source0_00206,data/images/source0/source0_00206.png,1
source0_00207,data/images/source0/source0_00207.png,0
source0_00208,data/images/source0/source0_00208.png,0
source0_00209,data/images/source0/source0_00209.png,0
source0_00210,data/images/source0/source0_00210.png,0
source0_00211,data/images/source0/source0_00211.png,0
source0_00212,data/images/source0/source0_00212.png,0
source0_00213,data/images/source0/source0_00213.png,0
source0_00214,data/images/source0/source0_00214.png,1
source0_00215,data/images/source0/source0_00215.png,0
source0_00216,data/images/source0/source0_00216.png,0
source0_00217,data/images/source0/source0_00217.png,0
source0_00218,data/images/source0/source0_00218.png,0
source0_00219,data/images/source0/source0_00219.png,1
source0_00220,data/images/source0/source0_00220.png,1
source0_00221,data/images/source0/source0_00221.png,1
source0_00222,data/images/source0/source0_00222.png,0
source0_00223,data/images/source0/source0_00223.png,0
source0_00224,data/images/source0/source0_00224.png,1
source0_00225,data/images/source0/source0_00225.png,1
source0_00226,data/images/source0/source0_00226.png,0
source0_00227,data/images/source0/source0_00227.png,0
source0_00228,data/images/source0/source0_00228.png,1
source0_00229,data/images/source0/source0_00229.png,0
source0_00230,data/images/source0/source0_00230.png,0
source0_00231,data/images/source0/source0_00231.png,0
source0_00232,data/images/source0/source0_00232.png,1
source0_00233,data/images/source0/source0_00233.png,1
source0_00234,data/images/source0/source0_00234.png,0
source0_00235,data/images/source0/source0_00235.png,1
source0_00236,data/images/source0/source0_00236.png,0
source0_00237,data/images/source0/source0_00237.png,0
source0_00238,data/images/source0/source0_00238.png,1
source0_00239,data/images/source0/source0_00239.png,1
source0_00240,data/images/source0/source0_00240.png,1
source0_00241,data/images/source0/source0_00241.png,1
source0_00242,data/images/source0/source0_00242.png,0
source0_00243,data/images/source0/source0_00243.png,0
source0_00244,data/images/source0/source0_00244.png,1
source0_00245,data/images/source0/source0_00245.png,1
source0_00246,data/images/source0/source0_00246.png,1
source0_00247,data/images/source0/source0_00247.png,1
source0_00248,data/images/source0/source0_00248.png,0
source0_00249,data/images/source0/source0_00249.png,0
source0_00250,data/images/source0/source0_00250.png,0
source0_00251,data/images/source0/source0_00251.png,0
source0_00252,data/images/source0/source0_00252.png,1
source0_00253,data/images/source0/source0_00253.png,1
source0_00254,data/images/source0/source0_00254.png,1
source0_00255,data/images/source0/source0_00255.png,1
source0_00256,data/images/source0/source0_00256.png,1
source0_00257,data/images/source0/source0_00257.png,0
source0_00258,data/images/source0/source0_00258.png,0
source0_00259,data/images/source0/source0_00259.png,1
source0_00260,data/images/source0/source0_00260.png,0
source0_00261,data/images/source0/source0_00261.png,0
source0_00262,data/images/source0/source0_00262.png,0
source0_00263,data/images/source0/source0_00263.png,1
source0_00264,data/images/source0/source0_00264.png,1
source0_00265,data/images/source0/source0_00265.png,0
source0_00266,data/images/source0/source0_00266.png,1
source0_00267,data/images/source0/source0_00267.png,0
source0_00268,data/images/source0/source0_00268.png,0
source0_00269,data/images/source0/source0_00269.png,0
source0_00270,data/images/source0/source0_00270.png,1
source0_00271,data/images/source0/source0_00271.png,0
source0_00272,data/images/source0/source0_00272.png,0
source0_00273,data/images/source0/source0_00273.png,1
source0_00274,data/images/source0/source0_00274.png,1
source0_00275,data/images/source0/source0_00275.png,1
source0_00276,data/images/source0/source0_00276.png,1
source0_00277,data/images/source0/source0_00277.png,0
source0_00278,data/images/source0/source0_00278.png,1
source0_00279,data/images/source0/source0_00279.png,1
source0_00280,data/images/source0/source0_00280.png,0
source0_00281,data/images/source0/source0_00281.png,0
source0_00282,data/images/source0/source0_00282.png,0
source0_00283,data/images/source0/source0_00283.png,1
source0_00284,data/images/source0/source0_00284.png,1
source0_00285,data/images/source0/source0_00285.png,1
source0_00286,data/images/source0/source0_00286.png,0
source0_00287,data/images/source0/source0_00287.png,1
source0_00288,data/images/source0/source0_00288.png,1
source0_00289,data/images/source0/source0_00289.png,0
source0_00290,data/images/source0/source0_00290.png,0
source0_00291,data/images/source0/source0_00291.png,1
source0_00292,data/images/source0/source0_00292.png,0
source0_00293,data/images/source0/source0_00293.png,1
source0_00294,data/images/source0/source0_00294.png,1
source0_00295,data/images/source0/source0_00295.png,1
source0_00296,data/images/source0/source0_00296.png,1
source0_00297,data/images/source0/source0_00297.png,0
source0_00298,data/images/source0/source0_00298.png,1
source0_00299,data/images/source0/source0_00299.png,0
source0_00300,data/images/source0/source0_00300.png,1
source0_00301,data/images/source0/source0_00301.png,0
source0_00302,data/images/source0/source0_00302.png,0
source0_00303,data/images/source0/source0_00303.png,1
source0_00304,data/images/source0/source0_00304.png,0
source0_00305,data/images/source0/source0_00305.png,1
source0_00306,data/images/source0/source0_00306.png,1
source0_00307,data/images/source0/source0_00307.png,1
source0_00308,data/images/source0/source0_00308.png,1
source0_00309,data/images/source0/source0_00309.png,0
source0_00310,data/images/source0/source0_00310.png,1
source0_00311,data/images/source0/source0_00311.png,1
source0_00312,data/images/source0/source0_00312.png,0
source0_00313,data/images/source0/source0_00313.png,1
source0_00314,data/images/source0/source0_00314.png,0
source0_00315,data/images/source0/source0_00315.png,0
source0_00316,data/images/source0/source0_00316.png,0
source0_00317,data/images/source0/source0_00317.png,1
source0_00318,data/images/source0/source0_00318.png,1
source0_00319,data/images/source0/source0_00319.png,1
source0_00320,data/images/source0/source0_00320.png,0
source0_00321,data/images/source0/source0_00321.png,0
source0_00322,data/images/source0/source0_00322.png,0
source0_00323,data/images/source0/source0_00323.png,1
source0_00324,data/images/source0/source0_00324.png,0
source0_00325,data/images/source0/source0_00325.png,1
source0_00326,data/images/source0/source0_00326.png,1
source0_00327,data/images/source0/source0_00327.png,1
source0_00328,data/images/source0/source0_00328.png,0
source0_00329,data/images/source0/source0_00329.png,0
source0_00330,data/images/source0/source0_00330.png,1
source0_00331,data/images/source0/source0_00331.png,0
source0_00332,data/images/source0/source0_00332.png,0
source0_00333,data/images/source0/source0_00333.png,0
source0_00334,data/images/source0/source0_00334.png,0
source0_00335,data/images/source0/source0_00335.png,1
source0_00336,data/images/source0/source0_00336.png,0
source0_00337,data/images/source0/source0_00337.png,1
source0_00338,data/images/source0/source0_00338.png,1
source0_00339,data/images/source0/source0_00339.png,0
source0_00340,data/images/source0/source0_00340.png,1
source0_00341,data/images/source0/source0_00341.png,1
source0_00342,data/images/source0/source0_00342.png,0
source0_00343,data/images/source0/source0_00343.png,0
source0_00344,data/images/source0/source0_00344.png,1
source0_00345,data/images/source0/source0_00345.png,0
source0_00346,data/images/source0/source0_00346.png,0
source0_00347,data/images/source0/source0_00347.png,1
source0_00348,data/images/source0/source0_00348.png,0
source0_00349,data/images/source0/source0_00349.png,1
source0_00350,data/images/source0/source0_00350.png,1
source0_00351,data/images/source0/source0_00351.png,1
source0_00352,data/images/source0/source0_00352.png,0
source0_00353,data/images/source0/source0_00353.png,0
source0_00354,data/images/source0/source0_00354.png,1
source0_00355,data/images/source0/source0_00355.png,0
source0_00356,data/images/source0/source0_00356.png,0
source0_00357,data/images/source0/source0_00357.png,0
source0_00358,data/images/source0/source0_00358.png,1
source0_00359,data/images/source0/source0_00359.png,1
source0_00360,data/images/source0/source0_00360.png,0
source0_00361,data/images/source0/source0_00361.png,1
source0_00362,data/images/source0/source0_00362.png,1
source0_00363,data/images/source0/source0_00363.png,1
source0_00364,data/images/source0/source0_00364.png,1
source0_00365,data/images/source0/source0_00365.png,0
source0_00366,data/images/source0/source0_00366.png,1
source0_00367,data/images/source0/source0_00367.png,0
source0_00368,data/images/source0/source0_00368.png,1
source0_00369,data/images/source0/source0_00369.png,0
source0_00370,data/images/source0/source0_00370.png,1
source0_00371,data/images/source0/source0_00371.png,0
source0_00372,data/images/source0/source0_00372.png,1
source0_00373,data/images/source0/source0_00373.png,0
source0_00374,data/images/source0/source0_00374.png,0
source0_00375,data/images/source0/source0_00375.png,1
source0_00376,data/images/source0/source0_00376.png,0
source0_00377,data/images/source0/source0_00377.png,0
source0_00378,data/images/source0/source0_00378.png,1
source0_00379,data/images/source0/source0_00379.png,1
source0_00380,data/images/source0/source0_00380.png,0
source0_00381,data/images/source0/source0_00381.png,1
source0_00382,data/images/source0/source0_00382.png,1
source0_00383,data/images/source0/source0_00383.png,0
source0_00384,data/images/source0/source0_00384.png,0
source0_00385,data/images/source0/source0_00385.png,0
source0_00386,data/images/source0/source0_00386.png,1
source0_00387,data/images/source0/source0_00387.png,1
source0_00388,data/images/source0/source0_00388.png,0
source0_00389,data/images/source0/source0_00389.png,0
source0_00390,data/images/source0/source0_00390.png,0
source0_00391,data/images/source0/source0_00391.png,0
source0_00392,data/images/source0/source0_00392.png,1
source0_00393,data/images/source0/source0_00393.png,0
source0_00394,data/images/source0/source0_00394.png,1
source0_00395,data/images/source0/source0_00395.png,0
source0_00396,data/images/source0/source0_00396.png,0
source0_00397,data/images/source0/source0_00397.png,0
source0_00398,data/images/source0/source0_00398.png,0
source0_00399,data/images/source0/source0_00399.png,0
source0_00400,data/images/source0/source0_00400.png,0
source0_00401,data/images/source0/source0_00401.png,1
source0_00402,data/images/source0/source0_00402.png,0
source0_00403,data/images/source0/source0_00403.png,1
source0_00404,data/images/source0/source0_00404.png,1
source0_00405,data/images/source0/source0_00405.png,0
source0_00406,data/images/source0/source0_00406.png,0
source0_00407,data/images/source0/source0_00407.png,1
source0_00408,data/images/source0/source0_00408.png,1
source0_00409,data/images/source0/source0_00409.png,1
source0_00410,data/images/source0/source0_00410.png,0
source0_00411,data/images/source0/source0_00411.png,0
source0_00412,data/images/source0/source0_00412.png,0
source0_00413,data/images/source0/source0_00413.png,1
source0_00414,data/images/source0/source0_00414.png,0
source0_00415,data/images/source0/source0_00415.png,1
source0_00416,data/images/source0/source0_00416.png,0
source0_00417,data/images/source0/source0_00417.png,1
source0_00418,data/images/source0/source0_00418.png,1
source0_00419,data/images/source0/source0_00419.png,1
source0_00420,data/images/source0/source0_00420.png,1
source0_00421,data/images/source0/source0_00421.png,0
source0_00422,data/images/source0/source0_00422.png,1
source0_00423,data/images/source0/source0_00423.png,1
source0_00424,data/images/source0/source0_00424.png,1
source0_00425,data/images/source0/source0_00425.png,1
source0_00426,data/images/source0/source0_00426.png,0
source0_00427,data/images/source0/source0_00427.png,1
source0_00428,data/images/source0/source0_00428.png,0
source0_00429,data/images/source0/source0_00429.png,0
source0_00430,data/images/source0/source0_00430.png,1
source0_00431,data/images/source0/source0_00431.png,1
source0_00432,data/images/source0/source0_00432.png,1
source0_00433,data/images/source0/source0_00433.png,0
source0_00434,data/images/source0/source0_00434.png,1
source0_00435,data/images/source0/source0_00435.png,1
source0_00436,data/images/source0/source0_00436.png,1
source0_00437,data/images/source0/source0_00437.png,1
source0_00438,data/images/source0/source0_00438.png,1
source0_00439,data/images/source0/source0_00439.png,1
source0_00440,data/images/source0/source0_00440.png,0
source0_00441,data/images/source0/source0_00441.png,0
source0_00442,data/images/source0/source0_00442.png,0
source0_00443,data/images/source0/source0_00443.png,0
source0_00444,data/images/source0/source0_00444.png,0
source0_00445,data/images/source0/source0_00445.png,1
source0_00446,data/images/source0/source0_00446.png,0
source0_00447,data/images/source0/source0_00447.png,0
source0_00448,data/images/source0/source0_00448.png,1
source0_00449,data/images/source0/source0_00449.png,0
source0_00450,data/images/source0/source0_00450.png,1
source0_00451,data/images/source0/source0_00451.png,1
source0_00452,data/images/source0/source0_00452.png,0
source0_00453,data/images/source0/source0_00453.png,0
source0_00454,data/images/source0/source0_00454.png,1
source0_00455,data/images/source0/source0_00455.png,1
source0_00456,data/images/source0/source0_00456.png,1
source0_00457,data/images/source0/source0_00457.png,0
source0_00458,data/images/source0/source0_00458.png,0
source0_00459,data/images/source0/source0_00459.png,1
source0_00460,data/images/source0/source0_00460.png,1
source0_00461,data/images/source0/source0_00461.png,0
source0_00462,data/images/source0/source0_00462.png,0
source0_00463,data/images/source0/source0_00463.png,0
source0_00464,data/images/source0/source0_00464.png,0
source0_00465,data/images/source0/source0_00465.png,1
source0_00466,data/images/source0/source0_00466.png,1
source0_00467,data/images/source0/source0_00467.png,0
source0_00468,data/images/source0/source0_00468.png,1
source0_00469,data/images/source0/source0_00469.png,1
source0_00470,data/images/source0/source0_00470.png,1
source0_00471,data/images/source0/source0_00471.png,0
source0_00472,data/images/source0/source0_00472.png,1
source0_00473,data/images/source0/source0_00473.png,0
source0_00474,data/images/source0/source0_00474.png,1
source0_00475,data/images/source0/source0_00475.png,0
source0_00476,data/images/source0/source0_00476.png,1
source0_00477,data/images/source0/source0_00477.png,0
source0_00478,data/images/source0/source0_00478.png,0
source0_00479,data/images/source0/source0_00479.png,1
source0_00480,data/images/source0/source0_00480.png,1
source0_00481,data/images/source0/source0_00481.png,0
source0_00482,data/images/source0/source0_00482.png,1
source0_00483,data/images/source0/source0_00483.png,1
source0_00484,data/images/source0/source0_00484.png,1
source0_00485,data/images/source0/source0_00485.png,1
source0_00486,data/images/source0/source0_00486.png,1
source0_00487,data/images/source0/source0_00487.png,0
source0_00488,data/images/source0/source0_00488.png,1
source0_00489,data/images/source0/source0_00489.png,0
source0_00490,data/images/source0/source0_00490.png,0
source0_00491,data/images/source0/source0_00491.png,1
source0_00492,data/images/source0/source0_00492.png,0
source0_00493,data/images/source0/source0_00493.png,1
source0_00494,data/images/source0/source0_00494.png,1
source0_00495,data/images/source0/source0_00495.png,1
source0_00496,data/images/source0/source0_00496.png,1
source0_00497,data/images/source0/source0_00497.png,1
source0_00498,data/images/source0/source0_00498.png,0
source0_00499,data/images/source0/source0_00499.png,0
source0_00500,data/images/source0/source0_00500.png,0
source0_00501,data/images/source0/source0_00501.png,0
source0_00502,data/images/source0/source0_00502.png,1
source0_00503,data/images/source0/source0_00503.png,1
source0_00504,data/images/source0/source0_00504.png,1
source0_00505,data/images/source0/source0_00505.png,1
source0_00506,data/images/source0/source0_00506.png,1
source0_00507,data/images/source0/source0_00507.png,1
source0_00508,data/images/source0/source0_00508.png,0
source0_00509,data/images/source0/source0_00509.png,0
source0_00510,data/images/source0/source0_00510.png,1
source0_00511,data/images/source0/source0_00511.png,1
source0_00512,data/images/source0/source0_00512.png,0
source0_00513,data/images/source0/source0_00513.png,0
source0_00514,data/images/source0/source0_00514.png,1
source0_00515,data/images/source0/source0_00515.png,1
source0_00516,data/images/source0/source0_00516.png,1
source0_00517,data/images/source0/source0_00517.png,0
source0_00518,data/images/source0/source0_00518.png,1
source0_00519,data/images/source0/source0_00519.png,1
source0_00520,data/images/source0/source0_00520.png,1
source0_00521,data/images/source0/source0_00521.png,1
source0_00522,data/images/source0/source0_00522.png,1
source0_00523,data/images/source0/source0_00523.png,1
source0_00524,data/images/source0/source0_00524.png,1
source0_00525,data/images/source0/source0_00525.png,0
source0_00526,data/images/source0/source0_00526.png,0
source0_00527,data/images/source0/source0_00527.png,0
source0_00528,data/images/source0/source0_00528.png,0
source0_00529,data/images/source0/source0_00529.png,0
source0_00530,data/images/source0/source0_00530.png,1
source0_00531,data/images/source0/source0_00531.png,1
source0_00532,data/images/source0/source0_00532.png,1
source0_00533,data/images/source0/source0_00533.png,1
source0_00534,data/images/source0/source0_00534.png,0
source0_00535,data/images/source0/source0_00535.png,0
source0_00536,data/images/source0/source0_00536.png,1
source0_00537,data/images/source0/source0_00537.png,0
source0_00538,data/images/source0/source0_00538.png,0
source0_00539,data/images/source0/source0_00539.png,1
source0_00540,data/images/source0/source0_00540.png,0
source0_00541,data/images/source0/source0_00541.png,1
source0_00542,data/images/source0/source0_00542.png,1
source0_00543,data/images/source0/source0_00543.png,1
source0_00544,data/images/source0/source0_00544.png,1
source0_00545,data/images/source0/source0_00545.png,1
source0_00546,data/images/source0/source0_00546.png,0
source0_00547,data/images/source0/source0_00547.png,0
source0_00548,data/images/source0/source0_00548.png,1
source0_00549,data/images/source0/source0_00549.png,0
source0_00550,data/images/source0/source0_00550.png,1
source0_00551,data/images/source0/source0_00551.png,1
source0_00552,data/images/source0/source0_00552.png,0
source0_00553,data/images/source0/source0_00553.png,1
source0_00554,data/images/source0/source0_00554.png,1
source0_00555,data/images/source0/source0_00555.png,1
source0_00556,data/images/source0/source0_00556.png,1
source0_00557,data/images/source0/source0_00557.png,0
source0_00558,data/images/source0/source0_00558.png,1
source0_00559,data/images/source0/source0_00559.png,0
source0_00560,data/images/source0/source0_00560.png,1
source0_00561,data/images/source0/source0_00561.png,0
source0_00562,data/images/source0/source0_00562.png,0
source0_00563,data/images/source0/source0_00563.png,1
source0_00564,data/images/source0/source0_00564.png,1
source0_00565,data/images/source0/source0_00565.png,0
source0_00566,data/images/source0/source0_00566.png,1
source0_00567,data/images/source0/source0_00567.png,0
source0_00568,data/images/source0/source0_00568.png,0
source0_00569,data/images/source0/source0_00569.png,0
source0_00570,data/images/source0/source0_00570.png,1
source0_00571,data/images/source0/source0_00571.png,1
source0_00572,data/images/source0/source0_00572.png,0
source0_00573,data/images/source0/source0_00573.png,1
source0_00574,data/images/source0/source0_00574.png,1
source0_00575,data/images/source0/source0_00575.png,1
source0_00576,data/images/source0/source0_00576.png,1
source0_00577,data/images/source0/source0_00577.png,1
source0_00578,data/images/source0/source0_00578.png,0
source0_00579,data/images/source0/source0_00579.png,0
source0_00580,data/images/source0/source0_00580.png,1
source0_00581,data/images/source0/source0_00581.png,1
source0_00582,data/images/source0/source0_00582.png,0
source0_00583,data/images/source0/source0_00583.png,1
source0_00584,data/images/source0/source0_00584.png,0
source0_00585,data/images/source0/source0_00585.png,1
source0_00586,data/images/source0/source0_00586.png,1
source0_00587,data/images/source0/source0_00587.png,1
source0_00588,data/images/source0/source0_00588.png,0
source0_00589,data/images/source0/source0_00589.png,1
source0_00590,data/images/source0/source0_00590.png,1
source0_00591,data/images/source0/source0_00591.png,0
source0_00592,data/images/source0/source0_00592.png,1
source0_00593,data/images/source0/source0_00593.png,0
source0_00594,data/images/source0/source0_00594.png,0
source0_00595,data/images/source0/source0_00595.png,0
source0_00596,data/images/source0/source0_00596.png,1
source0_00597,data/images/source0/source0_00597.png,1
source0_00598,data/images/source0/source0_00598.png,1
source0_00599,data/images/source0/source0_00599.png,0
source0_00600,data/images/source0/source0_00600.png,1
source0_00601,data/images/source0/source0_00601.png,1
source0_00602,data/images/source0/source0_00602.png,1
source0_00603,data/images/source0/source0_00603.png,1
source0_00604,data/images/source0/source0_00604.png,1
source0_00605,data/images/source0/source0_00605.png,0
source0_00606,data/images/source0/source0_00606.png,0
source0_00607,data/images/source0/source0_00607.png,0
